date,year,month,decade,era,home_team,away_team,home_score,away_score,goal_diff,total_goals,result,went_to_shootout,shootout_winner,shootout_first_shooter,tournament,tournament_tier,is_high_stakes,city,country,neutral,has_home_advantage,total_goals_recorded,own_goals_count,penalties_count,unique_scorers
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Mexico,El Salvador,4,1,3,5,home_win,False,,,FIFA World Cup qualification,2,True,Mexico City,Mexico,False,True,5,1,0,5
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Montenegro,Georgia,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,Podgorica,Montenegro,False,True,3,0,0,3
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Norway,South Africa,1,0,1,1,home_win,False,,,Friendly,4,False,Oslo,Norway,False,True,0,0,0,0
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Portugal,Hungary,3,0,3,3,home_win,False,,,FIFA World Cup qualification,2,True,Lisbon,Portugal,False,True,3,0,0,2
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Russia,Germany,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Moscow,Russia,False,True,1,0,0,1
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Serbia,Romania,5,0,5,5,home_win,False,,,FIFA World Cup qualification,2,True,Belgrade,Serbia,False,True,5,0,0,4
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Slovakia,Slovenia,0,2,-2,2,away_win,False,,,FIFA World Cup qualification,2,True,Bratislava,Slovakia,False,True,2,0,0,2
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Ukraine,England,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Dnipropetrovs'k,Ukraine,False,True,1,0,0,1
2009-10-10,2009,10,2000,Globalization Era (1990-2009),United Arab Emirates,Palestine,1,1,0,2,draw,False,,,Friendly,4,False,Dubai,United Arab Emirates,False,True,0,0,0,0
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Venezuela,Paraguay,1,2,-1,3,away_win,False,,,FIFA World Cup qualification,2,True,Puerto Ordaz,Venezuela,False,True,3,0,0,3
2009-10-10,2009,10,2000,Globalization Era (1990-2009),Zambia,Egypt,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Chililabombwe,Zambia,False,True,1,0,0,1
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Algeria,Rwanda,3,1,2,4,home_win,False,,,FIFA World Cup qualification,2,True,Blida,Algeria,False,True,4,0,1,4
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Benin,Ghana,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Cotonou,Benin,False,True,1,0,0,1
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Guinea,Burkina Faso,1,2,-1,3,away_win,False,,,FIFA World Cup qualification,2,True,Accra,Ghana,True,False,3,0,1,3
2009-10-11,2009,10,2000,Globalization Era (1990-2009),North Macedonia,Qatar,2,1,1,3,home_win,False,,,Friendly,4,False,Skopje,North Macedonia,False,True,0,0,0,0
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Mali,Sudan,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Bamako,Mali,False,True,1,0,0,1
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Nigeria,Mozambique,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Abuja,Nigeria,False,True,1,0,0,1
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Bolivia,Brazil,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,La Paz,Bolivia,False,True,3,0,0,3
2009-10-11,2009,10,2000,Globalization Era (1990-2009),Tunisia,Kenya,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Tunis,Tunisia,False,True,1,0,0,1
2009-10-13,2009,10,2000,Globalization Era (1990-2009),Congo,North Korea,0,0,0,0,draw,False,,,Friendly,4,False,Le Mans,France,True,False,0,0,0,0
2009-10-13,2009,10,2000,Globalization Era (1990-2009),Iceland,South Africa,1,0,1,1,home_win,False,,,Friendly,4,False,Reykjavík,Iceland,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Andorra,Ukraine,0,6,-6,6,away_win,False,,,FIFA World Cup qualification,2,True,Sant Julià de Lòria,Andorra,False,True,6,1,0,6
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Angola,Cameroon,0,0,0,0,draw,False,,,Friendly,4,False,Olhão,Portugal,True,False,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Australia,Oman,1,0,1,1,home_win,False,,,AFC Asian Cup qualification,2,True,Melbourne,Australia,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Azerbaijan,Russia,1,1,0,2,draw,False,,,FIFA World Cup qualification,2,True,Baku,Azerbaijan,False,True,2,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Bosnia and Herzegovina,Spain,2,5,-3,7,away_win,False,,,FIFA World Cup qualification,2,True,Zenica,Bosnia and Herzegovina,False,True,7,0,0,6
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Brazil,Venezuela,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Campo Grande,Brazil,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Bulgaria,Georgia,6,2,4,8,home_win,False,,,FIFA World Cup qualification,2,True,Sofia,Bulgaria,False,True,8,0,1,5
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Chile,Ecuador,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Santiago,Chile,False,True,1,0,0,1
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Czech Republic,Northern Ireland,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Prague,Czech Republic,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Denmark,Hungary,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Copenhagen,Denmark,False,True,1,0,0,1
2009-10-14,2009,10,2000,Globalization Era (1990-2009),El Salvador,Honduras,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,San Salvador,El Salvador,False,True,1,0,0,1
2009-10-14,2009,10,2000,Globalization Era (1990-2009),England,Belarus,3,0,3,3,home_win,False,,,FIFA World Cup qualification,2,True,London,England,False,True,3,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Estonia,Belgium,2,0,2,2,home_win,False,,,FIFA World Cup qualification,2,True,Tallinn,Estonia,False,True,2,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),France,Austria,3,1,2,4,home_win,False,,,FIFA World Cup qualification,2,True,Saint-Denis,France,False,True,4,0,1,4
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Germany,Finland,1,1,0,2,draw,False,,,FIFA World Cup qualification,2,True,Hamburg,Germany,False,True,2,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Greece,Luxembourg,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,Athens,Greece,False,True,3,1,0,3
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Republic of Ireland,Montenegro,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Dublin,Republic of Ireland,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Italy,Cyprus,3,2,1,5,home_win,False,,,FIFA World Cup qualification,2,True,Parma,Italy,False,True,5,0,0,3
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Japan,Togo,5,0,5,5,home_win,False,,,Friendly,4,False,Miyagi,Japan,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Kazakhstan,Croatia,1,2,-1,3,away_win,False,,,FIFA World Cup qualification,2,True,Astana,Kazakhstan,False,True,3,0,0,3
2009-10-14,2009,10,2000,Globalization Era (1990-2009),South Korea,Senegal,2,0,2,2,home_win,False,,,Friendly,4,False,Seoul,South Korea,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Latvia,Moldova,3,2,1,5,home_win,False,,,FIFA World Cup qualification,2,True,Riga,Latvia,False,True,5,0,0,4
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Liechtenstein,Wales,0,2,-2,2,away_win,False,,,FIFA World Cup qualification,2,True,Vaduz,Liechtenstein,False,True,2,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Lithuania,Serbia,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,Marijampolė,Lithuania,False,True,3,0,2,3
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Paraguay,Colombia,0,2,-2,2,away_win,False,,,FIFA World Cup qualification,2,True,Asunción,Paraguay,False,True,2,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Peru,Bolivia,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Lima,Peru,False,True,1,0,0,1
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Poland,Slovakia,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Chorzów,Poland,False,True,1,1,0,1
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Portugal,Malta,4,0,4,4,home_win,False,,,FIFA World Cup qualification,2,True,Guimarães,Portugal,False,True,4,0,0,4
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Qatar,DR Congo,2,2,0,4,draw,False,,,Friendly,4,False,Saint-Gratien,France,True,False,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Romania,Faroe Islands,3,1,2,4,home_win,False,,,FIFA World Cup qualification,2,True,Piatra Neamţ,Romania,False,True,4,0,0,4
2009-10-14,2009,10,2000,Globalization Era (1990-2009),San Marino,Slovenia,0,3,-3,3,away_win,False,,,FIFA World Cup qualification,2,True,Serravalle,San Marino,False,True,3,0,0,3
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Sweden,Albania,4,1,3,5,home_win,False,,,FIFA World Cup qualification,2,True,Solna,Sweden,False,True,5,0,0,4
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Switzerland,Israel,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Basel,Switzerland,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Trinidad and Tobago,Mexico,2,2,0,4,draw,False,,,FIFA World Cup qualification,2,True,Port of Spain,Trinidad and Tobago,False,True,4,0,1,3
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Tunisia,Saudi Arabia,0,1,-1,1,away_win,False,,,Friendly,4,False,Radès,Tunisia,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Turkey,Armenia,2,0,2,2,home_win,False,,,FIFA World Cup qualification,2,True,Bursa,Turkey,False,True,2,0,0,2
2009-10-14,2009,10,2000,Globalization Era (1990-2009),United Arab Emirates,Jordan,3,1,2,4,home_win,False,,,Friendly,4,False,Dubai,United Arab Emirates,False,True,0,0,0,0
2009-10-14,2009,10,2000,Globalization Era (1990-2009),Uruguay,Argentina,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Montevideo,Uruguay,False,True,1,0,0,1
2009-10-14,2009,10,2000,Globalization Era (1990-2009),United States,Costa Rica,2,2,0,4,draw,False,,,FIFA World Cup qualification,2,True,"Washington, D.C.",United States,False,True,4,0,0,3
2009-10-17,2009,10,2000,Globalization Era (1990-2009),Zimbabwe,Mauritius,3,0,3,3,home_win,False,,,COSAFA Cup,3,False,Harare,Zimbabwe,False,True,0,0,0,0
2009-10-18,2009,10,2000,Globalization Era (1990-2009),Comoros,Botswana,0,0,0,0,draw,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-18,2009,10,2000,Globalization Era (1990-2009),Eswatini,Seychelles,2,1,1,3,home_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-19,2009,10,2000,Globalization Era (1990-2009),Zimbabwe,Lesotho,2,2,0,4,draw,False,,,COSAFA Cup,3,False,Harare,Zimbabwe,False,True,0,0,0,0
2009-10-20,2009,10,2000,Globalization Era (1990-2009),Botswana,Eswatini,1,0,1,1,home_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-20,2009,10,2000,Globalization Era (1990-2009),Seychelles,Comoros,1,2,-1,3,away_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-20,2009,10,2000,Globalization Era (1990-2009),Vietnam,Turkmenistan,1,0,1,1,home_win,False,,,Friendly,4,False,Ho Chi Minh City,Vietnam,False,True,0,0,0,0
2009-10-21,2009,10,2000,Globalization Era (1990-2009),Mauritius,Lesotho,0,1,-1,1,away_win,False,,,COSAFA Cup,3,False,Harare,Zimbabwe,True,False,0,0,0,0
2009-10-22,2009,10,2000,Globalization Era (1990-2009),Seychelles,Botswana,0,2,-2,2,away_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-22,2009,10,2000,Globalization Era (1990-2009),Singapore,Turkmenistan,4,2,2,6,home_win,False,,,Friendly,4,False,Ho Chi Minh City,Vietnam,True,False,0,0,0,0
2009-10-22,2009,10,2000,Globalization Era (1990-2009),Eswatini,Comoros,3,0,3,3,home_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-24,2009,10,2000,Globalization Era (1990-2009),Vietnam,Singapore,2,2,0,4,draw,False,,,Friendly,4,False,Ho Chi Minh City,Vietnam,False,True,0,0,0,0
2009-10-25,2009,10,2000,Globalization Era (1990-2009),Malawi,Mozambique,0,1,-1,1,away_win,False,,,COSAFA Cup,3,False,Harare,Zimbabwe,True,False,0,0,0,0
2009-10-25,2009,10,2000,Globalization Era (1990-2009),Namibia,Zambia,0,1,-1,1,away_win,False,,,COSAFA Cup,3,False,Harare,Zimbabwe,True,False,0,0,0,0
2009-10-26,2009,10,2000,Globalization Era (1990-2009),Kuwait,Syria,1,0,1,1,home_win,False,,,Friendly,4,False,Al-Jahra,Kuwait,False,True,0,0,0,0
2009-10-26,2009,10,2000,Globalization Era (1990-2009),Zimbabwe,Botswana,1,0,1,1,home_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,False,True,0,0,0,0
2009-10-26,2009,10,2000,Globalization Era (1990-2009),South Africa,Angola,2,0,2,2,home_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-28,2009,10,2000,Globalization Era (1990-2009),Curaçao,French Guiana,1,4,-3,5,away_win,False,,,Friendly,4,False,Paramaribo,Suriname,True,False,0,0,0,0
2009-10-28,2009,10,2000,Globalization Era (1990-2009),Zimbabwe,South Africa,1,1,0,2,draw,True,Zimbabwe,,COSAFA Cup,3,False,Harare,Zimbabwe,False,True,0,0,0,0
2009-10-29,2009,10,2000,Globalization Era (1990-2009),Mozambique,Zambia,0,2,-2,2,away_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-10-30,2009,10,2000,Globalization Era (1990-2009),Guyana,Curaçao,1,0,1,1,home_win,False,,,Friendly,4,False,Paramaribo,Suriname,True,False,0,0,0,0
2009-10-30,2009,10,2000,Globalization Era (1990-2009),Suriname,French Guiana,4,0,4,4,home_win,False,,,Friendly,4,False,Paramaribo,Suriname,False,True,0,0,0,0
2009-10-31,2009,10,2000,Globalization Era (1990-2009),South Africa,Mozambique,0,1,-1,1,away_win,False,,,COSAFA Cup,3,False,Bulawayo,Zimbabwe,True,False,0,0,0,0
2009-11-01,2009,11,2000,Globalization Era (1990-2009),French Guiana,Guyana,0,1,-1,1,away_win,False,,,Friendly,4,False,Paramaribo,Suriname,True,False,0,0,0,0
2009-11-01,2009,11,2000,Globalization Era (1990-2009),Suriname,Curaçao,1,1,0,2,draw,False,,,Friendly,4,False,Paramaribo,Suriname,False,True,0,0,0,0
2009-11-01,2009,11,2000,Globalization Era (1990-2009),Zimbabwe,Zambia,3,1,2,4,home_win,False,,,COSAFA Cup,3,False,Harare,Zimbabwe,False,True,0,0,0,0
2009-11-03,2009,11,2000,Globalization Era (1990-2009),Kenya,Kuwait,0,5,-5,5,away_win,False,,,Friendly,4,False,Cairo,Egypt,True,False,0,0,0,0
2009-11-04,2009,11,2000,Globalization Era (1990-2009),Chile,Paraguay,2,1,1,3,home_win,False,,,Friendly,4,False,Talcahuano,Chile,False,True,0,0,0,0
2009-11-04,2009,11,2000,Globalization Era (1990-2009),Singapore,Indonesia,3,1,2,4,home_win,False,,,Friendly,4,False,Singapore,Singapore,False,True,0,0,0,0
2009-11-05,2009,11,2000,Globalization Era (1990-2009),Egypt,Tanzania,5,1,4,6,home_win,False,,,Friendly,4,False,Aswan,Egypt,False,True,0,0,0,0
2009-11-06,2009,11,2000,Globalization Era (1990-2009),Bahrain,Togo,5,1,4,6,home_win,False,,,Friendly,4,False,Riffa,Bahrain,False,True,0,0,0,0
2009-11-08,2009,11,2000,Globalization Era (1990-2009),Kuwait,China PR,2,2,0,4,draw,False,,,Friendly,4,False,Kuwait City,Kuwait,False,True,0,0,0,0
2009-11-08,2009,11,2000,Globalization Era (1990-2009),Thailand,Syria,1,1,0,2,draw,False,,,Friendly,4,False,Nonthaburi,Thailand,False,True,0,0,0,0
2009-11-08,2009,11,2000,Globalization Era (1990-2009),Yemen,Tanzania,1,1,0,2,draw,False,,,Friendly,4,False,Sana'a,Yemen,False,True,0,0,0,0
2009-11-10,2009,11,2000,Globalization Era (1990-2009),Iran,Iceland,1,0,1,1,home_win,False,,,Friendly,4,False,Tehran,Iran,False,True,0,0,0,0
2009-11-11,2009,11,2000,Globalization Era (1990-2009),Yemen,Tanzania,2,1,1,3,home_win,False,,,Friendly,4,False,Sana'a,Yemen,False,True,0,0,0,0
2009-11-13,2009,11,2000,Globalization Era (1990-2009),Paraguay,Qatar,0,2,-2,2,away_win,False,,,Friendly,4,False,Rouen,France,True,False,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Angola,Congo,1,1,0,2,draw,False,,,Friendly,4,False,Luanda,Angola,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Belgium,Hungary,3,0,3,3,home_win,False,,,Friendly,4,False,Ghent,Belgium,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Brazil,England,1,0,1,1,home_win,False,,,Friendly,4,False,Doha,Qatar,True,False,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Burkina Faso,Malawi,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Ouagadougou,Burkina Faso,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Costa Rica,Uruguay,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,San José,Costa Rica,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Croatia,Liechtenstein,5,0,5,5,home_win,False,,,Friendly,4,False,Vinkovci,Croatia,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Denmark,South Korea,0,0,0,0,draw,False,,,Friendly,4,False,Esbjerg,Denmark,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Egypt,Algeria,2,0,2,2,home_win,False,,,FIFA World Cup qualification,2,True,Cairo,Egypt,False,True,2,0,0,2
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Estonia,Albania,0,0,0,0,draw,False,,,Friendly,4,False,Tallinn,Estonia,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Greece,Ukraine,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Athens,Greece,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Honduras,Latvia,2,1,1,3,home_win,False,,,Friendly,4,False,Tegucigalpa,Honduras,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Iran,Jordan,1,0,1,1,home_win,False,,,AFC Asian Cup qualification,2,True,Tehran,Iran,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Republic of Ireland,France,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Dublin,Republic of Ireland,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Italy,Netherlands,0,0,0,0,draw,False,,,Friendly,4,False,Pescara,Italy,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Ivory Coast,Guinea,3,0,3,3,home_win,False,,,FIFA World Cup qualification,2,True,Abidjan,Ivory Coast,False,True,3,0,0,2
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Kenya,Nigeria,2,3,-1,5,away_win,False,,,FIFA World Cup qualification,2,True,Nairobi,Kenya,False,True,5,0,0,4
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Kuwait,Indonesia,2,1,1,3,home_win,False,,,AFC Asian Cup qualification,2,True,Kuwait City,Kuwait,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Lebanon,China PR,0,2,-2,2,away_win,False,,,AFC Asian Cup qualification,2,True,Beirut,Lebanon,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Luxembourg,Iceland,1,1,0,2,draw,False,,,Friendly,4,False,Luxembourg,Luxembourg,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),North Macedonia,Canada,3,0,3,3,home_win,False,,,Friendly,4,False,Strumica,North Macedonia,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Morocco,Cameroon,0,2,-2,2,away_win,False,,,FIFA World Cup qualification,2,True,Fez,Morocco,False,True,2,0,0,2
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Mozambique,Tunisia,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Maputo,Mozambique,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),New Zealand,Bahrain,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Wellington,New Zealand,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Northern Ireland,Serbia,0,1,-1,1,away_win,False,,,Friendly,4,False,Belfast,Northern Ireland,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Oman,Australia,1,2,-1,3,away_win,False,,,AFC Asian Cup qualification,2,True,Muscat,Oman,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Poland,Romania,0,1,-1,1,away_win,False,,,Friendly,4,False,Warsaw,Poland,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Portugal,Bosnia and Herzegovina,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Lisbon,Portugal,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Russia,Slovenia,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,Moscow,Russia,False,True,3,0,0,2
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Rwanda,Zambia,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Kigali,Rwanda,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Saudi Arabia,Belarus,1,1,0,2,draw,False,,,Friendly,4,False,Dammam,Saudi Arabia,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Singapore,Thailand,1,3,-2,4,away_win,False,,,AFC Asian Cup qualification,2,True,Singapore,Singapore,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Slovakia,United States,1,0,1,1,home_win,False,,,Friendly,4,False,Bratislava,Slovakia,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),South Africa,Japan,0,0,0,0,draw,False,,,Friendly,4,False,Port Elizabeth,South Africa,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Spain,Argentina,2,1,1,3,home_win,False,,,Friendly,4,False,Madrid,Spain,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Sudan,Benin,1,2,-1,3,away_win,False,,,FIFA World Cup qualification,2,True,Omdurman,Sudan,False,True,3,0,2,3
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Switzerland,Norway,0,1,-1,1,away_win,False,,,Friendly,4,False,Geneva,Switzerland,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Togo,Gabon,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Lomé,Togo,False,True,1,0,0,1
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Uzbekistan,Malaysia,3,1,2,4,home_win,False,,,AFC Asian Cup qualification,2,True,Tashkent,Uzbekistan,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Vietnam,Syria,0,1,-1,1,away_win,False,,,AFC Asian Cup qualification,2,True,Hanoi,Vietnam,False,True,0,0,0,0
2009-11-14,2009,11,2000,Globalization Era (1990-2009),Wales,Scotland,3,0,3,3,home_win,False,,,Friendly,4,False,Cardiff,Wales,False,True,0,0,0,0
2009-11-15,2009,11,2000,Globalization Era (1990-2009),Ghana,Mali,2,2,0,4,draw,False,,,FIFA World Cup qualification,2,True,Kumasi,Ghana,False,True,4,0,0,4
2009-11-15,2009,11,2000,Globalization Era (1990-2009),Iraq,Azerbaijan,1,0,1,1,home_win,False,,,Friendly,4,False,Al Ain,United Arab Emirates,True,False,0,0,0,0
2009-11-15,2009,11,2000,Globalization Era (1990-2009),United Arab Emirates,Czech Republic,0,0,0,0,draw,False,,,Friendly,4,False,Al Ain,United Arab Emirates,False,True,0,0,0,0
2009-11-17,2009,11,2000,Globalization Era (1990-2009),Belgium,Qatar,2,0,2,2,home_win,False,,,Friendly,4,False,Sedan,France,True,False,0,0,0,0
2009-11-17,2009,11,2000,Globalization Era (1990-2009),Oman,Brazil,0,2,-2,2,away_win,False,,,Friendly,4,False,Muscat,Oman,False,True,0,0,0,0
2009-11-17,2009,11,2000,Globalization Era (1990-2009),Slovakia,Chile,1,2,-1,3,away_win,False,,,Friendly,4,False,Žilina,Slovakia,False,True,0,0,0,0
2009-11-17,2009,11,2000,Globalization Era (1990-2009),South Africa,Jamaica,0,0,0,0,draw,False,,,Friendly,4,False,Bloemfontein,South Africa,False,True,0,0,0,0
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Algeria,Egypt,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Omdurman,Sudan,True,False,1,0,0,1
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Angola,Ghana,0,0,0,0,draw,False,,,Friendly,4,False,Luanda,Angola,False,True,0,0,0,0
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Austria,Spain,1,5,-4,6,away_win,False,,,Friendly,4,False,Vienna,Austria,False,True,0,0,0,0
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Azerbaijan,Czech Republic,2,0,2,2,home_win,False,,,Friendly,4,False,Al Ain,United Arab Emirates,True,False,0,0,0,0
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Bahrain,Yemen,4,0,4,4,home_win,False,,,AFC Asian Cup qualification,2,True,Riffa,Bahrain,False,True,0,0,0,0
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Bosnia and Herzegovina,Portugal,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Zenica,Bosnia and Herzegovina,False,True,1,0,0,1
2009-11-18,2009,11,2000,Globalization Era (1990-2009),Denmark,United States,3,1,2,4,home_win,False,,,Friendly,4,False,Aarhus,Denmark,False,True,0,0,0,0
